sample,aveVote,count
sub-820360_ses-56mo_task-rest_run-02_desc-TaskInT1,1,4
sub-820360_ses-56mo_task-rest_run-02_desc-TaskInT2,0,4
sub-820360_ses-56mo_task-rest_run-03_desc-T1InTask,0.75,4
sub-820360_ses-56mo_task-rest_run-03_desc-T2InTask,0.25,4
sub-820360_ses-56mo_task-rest_run-03_desc-TaskInT1,0.5,4
sub-820360_ses-56mo_task-rest_run-03_desc-TaskInT2,0.5,4
sub-820360_ses-56mo_task-rest_run-04_desc-T1InTask,0.4,5
sub-820360_ses-56mo_task-rest_run-04_desc-T2InTask,0.2,5
sub-820360_ses-56mo_task-rest_run-04_desc-TaskInT1,0.6,5
sub-820360_ses-56mo_task-rest_run-04_desc-TaskInT2,0.25,4
sub-826360_ses-17mo_T1-Axial-SuperiorFrontal,1,1
sub-826360_ses-17mo_T1-Coronal-Caudate-Amygdala,0,1
sub-826360_ses-17mo_T1-Coronal-OrbitoFrontal,1,1
sub-826360_ses-17mo_T1-Sagittal-Insula-FrontoTemporal,1,1
sub-826360_ses-17mo_T2-Axial-BasalGangila-Putamen,1,1
sub-826360_ses-17mo_T2-Axial-SuperiorFrontal,1,1
sub-826360_ses-17mo_T2-Coronal-OrbitoFrontal,1,1
sub-826360_ses-17mo_T2-Sagittal-CorpusCallosum,1,1
sub-826360_ses-17mo_T2-Sagittal-Insula-FrontoTemporal,1,1
sub-826360_ses-17mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-826360_ses-17mo_desc-T1wInAtlas,1,1
sub-826360_ses-17mo_task-rest_run-01_desc-T2InTask,1,1
sub-826360_ses-23mo_T1-Axial-BasalGangila-Putamen,1,1
sub-826360_ses-23mo_T1-Axial-SuperiorFrontal,1,1
sub-826360_ses-23mo_T1-Coronal-Caudate-Amygdala,1,1
sub-826360_ses-23mo_T1-Coronal-OrbitoFrontal,1,1
sub-826360_ses-23mo_T1-Coronal-PosteriorParietal-Lingual,0,1
sub-826360_ses-23mo_T1-Sagittal-Insula-FrontoTemporal,1,1
sub-826360_ses-23mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,0,1
sub-826360_ses-23mo_T2-Axial-BasalGangila-Putamen,1,1
sub-826360_ses-23mo_T2-Axial-SuperiorFrontal,1,1
sub-826360_ses-23mo_T2-Coronal-OrbitoFrontal,1,1
sub-826360_ses-23mo_T2-Sagittal-Insula-FrontoTemporal,1,1
sub-826360_ses-23mo_desc-AtlasInT1w,1,1
sub-826360_ses-23mo_desc-T1wInAtlas,1,1
sub-826360_ses-23mo_task-rest_run-01_desc-T2InTask,1,1
sub-826360_ses-23mo_task-rest_run-01_desc-TaskInT1,1,1
sub-826360_ses-23mo_task-rest_run-01_desc-TaskInT2,1,1
sub-826360_ses-23mo_task-rest_run-02_desc-T1InTask,1,1
sub-826360_ses-23mo_task-rest_run-02_desc-TaskInT1,1,1
sub-826360_ses-23mo_task-rest_run-02_desc-TaskInT2,1,1
sub-826360_ses-35mo_T1-Coronal-OrbitoFrontal,0,1
sub-826360_ses-35mo_T1-Coronal-PosteriorParietal-Lingual,1,1
sub-826360_ses-35mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-826360_ses-35mo_T2-Axial-BasalGangila-Putamen,1,1
sub-826360_ses-35mo_T2-Axial-SuperiorFrontal,1,1
sub-826360_ses-35mo_T2-Coronal-OrbitoFrontal,1,1
sub-826360_ses-35mo_T2-Sagittal-CorpusCallosum,0,1
sub-826360_ses-35mo_T2-Sagittal-Insula-FrontoTemporal,1,1
sub-826360_ses-35mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-826360_ses-35mo_desc-AtlasInT1w,1,1
sub-826360_ses-35mo_desc-T1wInAtlas,1,1
sub-826360_ses-35mo_task-rest_run-01_desc-T1InTask,1,1
sub-826360_ses-35mo_task-rest_run-01_desc-TaskInT1,1,1
sub-826360_ses-35mo_task-rest_run-01_desc-TaskInT2,1,1
sub-826360_ses-35mo_task-rest_run-02_desc-T1InTask,0,1
sub-826360_ses-35mo_task-rest_run-02_desc-T2InTask,1,1
sub-826360_ses-35mo_task-rest_run-02_desc-TaskInT1,1,1
sub-826360_ses-35mo_task-rest_run-02_desc-TaskInT2,1,1
sub-826360_ses-35mo_task-rest_run-03_desc-T1InTask,1,1
sub-826360_ses-35mo_task-rest_run-03_desc-T2InTask,1,1
sub-826360_ses-35mo_task-rest_run-03_desc-TaskInT2,1,1
sub-826360_ses-35mo_task-rest_run-04_desc-T1InTask,1,1
sub-826360_ses-35mo_task-rest_run-04_desc-TaskInT1,1,1
sub-826360_ses-35mo_task-rest_run-04_desc-TaskInT2,1,1
sub-830201_ses-19mo_T1-Axial-SuperiorFrontal,1,1
sub-830201_ses-19mo_T1-Coronal-Caudate-Amygdala,1,1
sub-830201_ses-19mo_T1-Coronal-PosteriorParietal-Lingual,0,1
sub-830201_ses-19mo_T1-Sagittal-CorpusCallosum,1,1
sub-830201_ses-19mo_T1-Sagittal-Insula-FrontoTemporal,1,1
sub-830201_ses-19mo_T2-Axial-BasalGangila-Putamen,1,1
sub-830201_ses-19mo_T2-Axial-SuperiorFrontal,1,1
sub-830201_ses-19mo_T2-Coronal-Caudate-Amygdala,1,1
sub-830201_ses-19mo_T2-Coronal-OrbitoFrontal,1,1
sub-830201_ses-19mo_T2-Sagittal-CorpusCallosum,0,1
sub-830201_ses-19mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-830201_ses-19mo_desc-AtlasInT1w,1,1
sub-830201_ses-19mo_desc-T1wInAtlas,1,1
sub-830201_ses-19mo_task-rest_run-01_desc-T1InTask,1,1
sub-830201_ses-19mo_task-rest_run-01_desc-T2InTask,1,1
sub-830201_ses-19mo_task-rest_run-01_desc-TaskInT1,1,1
sub-830201_ses-19mo_task-rest_run-01_desc-TaskInT2,1,1
sub-830201_ses-19mo_task-rest_run-02_desc-T1InTask,1,1
sub-830201_ses-19mo_task-rest_run-02_desc-T2InTask,1,1
sub-830201_ses-19mo_task-rest_run-02_desc-TaskInT1,1,1
sub-830201_ses-25mo_T1-Axial-SuperiorFrontal,0,1
sub-830201_ses-25mo_T1-Coronal-Caudate-Amygdala,0,1
sub-830201_ses-25mo_T1-Coronal-PosteriorParietal-Lingual,0,1
sub-830201_ses-25mo_T1-Sagittal-CorpusCallosum,0,1
sub-830201_ses-25mo_T1-Sagittal-Insula-FrontoTemporal,0,1
sub-830201_ses-25mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-830201_ses-25mo_T2-Coronal-Caudate-Amygdala,0,1
sub-830201_ses-25mo_T2-Coronal-OrbitoFrontal,1,1
sub-830201_ses-25mo_T2-Sagittal-CorpusCallosum,1,1
sub-830201_ses-25mo_T2-Sagittal-Insula-FrontoTemporal,1,1
sub-830201_ses-25mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-830201_ses-25mo_desc-AtlasInT1w,1,1
sub-830201_ses-25mo_desc-T1wInAtlas,1,1
sub-830201_ses-25mo_task-rest_run-01_desc-T1InTask,1,1
sub-830201_ses-25mo_task-rest_run-01_desc-TaskInT1,1,1
sub-830201_ses-25mo_task-rest_run-01_desc-TaskInT2,1,1
sub-830201_ses-25mo_task-rest_run-02_desc-T2InTask,1,1
sub-830201_ses-25mo_task-rest_run-02_desc-TaskInT1,1,1
sub-830201_ses-25mo_task-rest_run-02_desc-TaskInT2,1,1
sub-830201_ses-25mo_task-rest_run-03_desc-T1InTask,1,1
sub-830201_ses-25mo_task-rest_run-03_desc-T2InTask,1,1
sub-830201_ses-25mo_task-rest_run-03_desc-TaskInT1,1,1
sub-830201_ses-25mo_task-rest_run-03_desc-TaskInT2,1,1
sub-830201_ses-25mo_task-rest_run-04_desc-T1InTask,1,1
sub-830201_ses-25mo_task-rest_run-04_desc-T2InTask,1,1
sub-830201_ses-25mo_task-rest_run-04_desc-TaskInT1,1,1
sub-830201_ses-25mo_task-rest_run-04_desc-TaskInT2,1,1
sub-838827_ses-13mo_T1-Axial-BasalGangila-Putamen,1,1
sub-838827_ses-13mo_T1-Coronal-Caudate-Amygdala,1,1
sub-838827_ses-13mo_T1-Coronal-OrbitoFrontal,1,1
sub-838827_ses-13mo_T1-Coronal-PosteriorParietal-Lingual,0,1
sub-838827_ses-13mo_T1-Sagittal-Insula-FrontoTemporal,1,1
sub-838827_ses-13mo_T2-Axial-SuperiorFrontal,1,1
sub-838827_ses-13mo_T2-Coronal-Caudate-Amygdala,1,1
sub-838827_ses-13mo_T2-Sagittal-CorpusCallosum,1,1
sub-838827_ses-13mo_desc-AtlasInT1w,1,1
sub-838827_ses-13mo_desc-T1wInAtlas,1,1
sub-838827_ses-13mo_task-rest_run-01_desc-TaskInT2,1,1
sub-838827_ses-13mo_task-rest_run-02_desc-T1InTask,1,1
sub-838827_ses-13mo_task-rest_run-02_desc-T2InTask,1,1
sub-838827_ses-13mo_task-rest_run-02_desc-TaskInT1,1,1
sub-838827_ses-13mo_task-rest_run-02_desc-TaskInT2,1,1
sub-839327_ses-12mo_T1-Axial-BasalGangila-Putamen,1,1
sub-839327_ses-12mo_T1-Axial-SuperiorFrontal,1,1
sub-839327_ses-12mo_T1-Coronal-Caudate-Amygdala,0,1
sub-839327_ses-12mo_T1-Coronal-PosteriorParietal-Lingual,1,1
sub-839327_ses-12mo_T1-Sagittal-CorpusCallosum,1,1
sub-839327_ses-12mo_T1-Sagittal-Insula-FrontoTemporal,0,1
sub-839327_ses-12mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,0,1
sub-839327_ses-12mo_T2-Axial-BasalGangila-Putamen,1,1
sub-839327_ses-12mo_T2-Axial-SuperiorFrontal,1,1
sub-839327_ses-12mo_T2-Coronal-Caudate-Amygdala,1,1
sub-839327_ses-12mo_T2-Coronal-OrbitoFrontal,1,1
sub-839327_ses-12mo_T2-Sagittal-CorpusCallosum,1,1
sub-839327_ses-12mo_T2-Sagittal-Insula-FrontoTemporal,1,1
sub-839327_ses-12mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,0,1
sub-839327_ses-12mo_desc-T1wInAtlas,1,1
sub-839327_ses-12mo_task-rest_run-01_desc-T1InTask,1,1
sub-839327_ses-12mo_task-rest_run-01_desc-T2InTask,1,1
sub-839327_ses-12mo_task-rest_run-01_desc-TaskInT1,1,1
sub-839327_ses-12mo_task-rest_run-01_desc-TaskInT2,1,1
sub-839327_ses-12mo_task-rest_run-02_desc-T1InTask,1,1
sub-839327_ses-12mo_task-rest_run-02_desc-T2InTask,1,1
sub-839327_ses-12mo_task-rest_run-02_desc-TaskInT1,1,1
sub-839327_ses-12mo_task-rest_run-02_desc-TaskInT2,1,1
sub-839327_ses-12mo_task-rest_run-03_desc-T2InTask,1,1
sub-839327_ses-12mo_task-rest_run-03_desc-TaskInT1,1,1
sub-839327_ses-12mo_task-rest_run-03_desc-TaskInT2,1,1
sub-839327_ses-12mo_task-rest_run-04_desc-TaskInT1,1,1
sub-839327_ses-12mo_task-rest_run-04_desc-TaskInT2,1,1
sub-839327_ses-9mo_T1-Axial-BasalGangila-Putamen,1,1
sub-839327_ses-9mo_T1-Axial-SuperiorFrontal,0,1
sub-839327_ses-9mo_T1-Coronal-Caudate-Amygdala,1,1
sub-839327_ses-9mo_T1-Coronal-OrbitoFrontal,0,1
sub-839327_ses-9mo_T1-Sagittal-CorpusCallosum,1,1
sub-839327_ses-9mo_T2-Axial-SuperiorFrontal,1,1
sub-839327_ses-9mo_T2-Coronal-Caudate-Amygdala,1,1
sub-839327_ses-9mo_T2-Sagittal-CorpusCallosum,1,1
sub-839327_ses-9mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-839327_ses-9mo_desc-AtlasInT1w,1,1
sub-839327_ses-9mo_task-rest_run-01_desc-T1InTask,0,1
sub-839327_ses-9mo_task-rest_run-01_desc-T2InTask,0,1
sub-839327_ses-9mo_task-rest_run-02_desc-TaskInT1,1,1
sub-839327_ses-9mo_task-rest_run-03_desc-T1InTask,0,1
sub-839327_ses-9mo_task-rest_run-03_desc-TaskInT2,1,1
sub-839327_ses-9mo_task-rest_run-04_desc-T1InTask,1,1
sub-839327_ses-9mo_task-rest_run-04_desc-TaskInT1,1,1
sub-841279_ses-22mo_T1-Axial-BasalGangila-Putamen,1,2
sub-841279_ses-22mo_T1-Axial-SuperiorFrontal,1,3
sub-841279_ses-22mo_T1-Coronal-Caudate-Amygdala,1,2
sub-841279_ses-22mo_T1-Coronal-OrbitoFrontal,1,2
sub-841279_ses-22mo_T1-Coronal-PosteriorParietal-Lingual,0.6666666666666666,3
sub-841279_ses-22mo_T1-Sagittal-CorpusCallosum,0.5,2
sub-841279_ses-22mo_T1-Sagittal-Insula-FrontoTemporal,0.6666666666666666,3
sub-841279_ses-22mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,1,3
sub-841279_ses-22mo_T2-Axial-BasalGangila-Putamen,1,3
sub-841279_ses-22mo_T2-Axial-SuperiorFrontal,0.5,2
sub-841279_ses-22mo_T2-Coronal-Caudate-Amygdala,1,2
sub-841279_ses-22mo_T2-Coronal-OrbitoFrontal,1,2
sub-841279_ses-22mo_T2-Coronal-PosteriorParietal-Lingual,1,2
sub-841279_ses-22mo_T2-Sagittal-CorpusCallosum,0.5,2
sub-841279_ses-22mo_T2-Sagittal-Insula-FrontoTemporal,1,3
sub-841279_ses-22mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,1,2
sub-841279_ses-22mo_desc-AtlasInT1w,1,2
sub-841279_ses-22mo_desc-T1wInAtlas,1,3
sub-841279_ses-22mo_task-rest_run-01_desc-T1InTask,1,2
sub-841279_ses-22mo_task-rest_run-01_desc-T2InTask,1,3
sub-841279_ses-22mo_task-rest_run-01_desc-TaskInT1,1,2
sub-841279_ses-22mo_task-rest_run-01_desc-TaskInT2,1,3
sub-841279_ses-22mo_task-rest_run-02_desc-T1InTask,1,2
sub-841279_ses-22mo_task-rest_run-02_desc-T2InTask,1,2
sub-841279_ses-22mo_task-rest_run-02_desc-TaskInT1,1,3
sub-841279_ses-22mo_task-rest_run-02_desc-TaskInT2,0.3333333333333333,3
sub-841279_ses-22mo_task-rest_run-03_desc-T1InTask,1,3
sub-841279_ses-22mo_task-rest_run-03_desc-T2InTask,1,2
sub-841279_ses-22mo_task-rest_run-03_desc-TaskInT1,1,3
sub-841279_ses-22mo_task-rest_run-03_desc-TaskInT2,1,2
sub-841279_ses-28mo_T1-Axial-BasalGangila-Putamen,1,2
sub-841279_ses-28mo_T1-Axial-SuperiorFrontal,0.3333333333333333,3
sub-841279_ses-28mo_T1-Coronal-Caudate-Amygdala,1,2
sub-841279_ses-28mo_T1-Coronal-OrbitoFrontal,1,3
sub-841279_ses-28mo_T1-Coronal-PosteriorParietal-Lingual,0.3333333333333333,3
sub-841279_ses-28mo_T1-Sagittal-CorpusCallosum,0.6666666666666666,3
sub-841279_ses-28mo_T1-Sagittal-Insula-FrontoTemporal,1,2
sub-841279_ses-28mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,1,3
sub-841279_ses-28mo_T2-Axial-BasalGangila-Putamen,1,2
sub-841279_ses-28mo_T2-Axial-SuperiorFrontal,0.6666666666666666,3
sub-841279_ses-28mo_T2-Coronal-Caudate-Amygdala,1,2
sub-841279_ses-28mo_T2-Coronal-OrbitoFrontal,0.6666666666666666,3
sub-841279_ses-28mo_T2-Coronal-PosteriorParietal-Lingual,0.3333333333333333,3
sub-841279_ses-28mo_T2-Sagittal-CorpusCallosum,0.5,2
sub-841279_ses-28mo_T2-Sagittal-Insula-FrontoTemporal,1,2
sub-841279_ses-28mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,0.6666666666666666,3
sub-841279_ses-28mo_desc-AtlasInT1w,1,3
sub-841279_ses-28mo_desc-T1wInAtlas,0.6666666666666666,3
sub-841279_ses-28mo_task-rest_run-01_desc-T1InTask,1,3
sub-841279_ses-28mo_task-rest_run-01_desc-T2InTask,0.6666666666666666,3
sub-841279_ses-28mo_task-rest_run-01_desc-TaskInT1,1,2
sub-841279_ses-28mo_task-rest_run-01_desc-TaskInT2,1,3
sub-841279_ses-28mo_task-rest_run-02_desc-T1InTask,1,2
sub-841279_ses-28mo_task-rest_run-02_desc-T2InTask,1,3
sub-841279_ses-28mo_task-rest_run-02_desc-TaskInT1,1,3
sub-841279_ses-28mo_task-rest_run-02_desc-TaskInT2,1,3
sub-841279_ses-28mo_task-rest_run-03_desc-T1InTask,1,2
sub-841279_ses-28mo_task-rest_run-03_desc-T2InTask,1,2
sub-841279_ses-28mo_task-rest_run-03_desc-TaskInT1,1,2
sub-841279_ses-28mo_task-rest_run-03_desc-TaskInT2,1,2
sub-841279_ses-28mo_task-rest_run-04_desc-T1InTask,1,3
sub-841279_ses-28mo_task-rest_run-04_desc-T2InTask,1,3
sub-841279_ses-28mo_task-rest_run-04_desc-TaskInT1,1,3
sub-841279_ses-28mo_task-rest_run-04_desc-TaskInT2,1,3
sub-850013_ses-14mo_T1-Axial-SuperiorFrontal,0,1
sub-850013_ses-14mo_T1-Coronal-Caudate-Amygdala,1,1
sub-850013_ses-14mo_T1-Coronal-OrbitoFrontal,1,1
sub-850013_ses-14mo_T1-Coronal-PosteriorParietal-Lingual,0,1
sub-850013_ses-14mo_T1-Sagittal-CorpusCallosum,1,1
sub-850013_ses-14mo_T1-Sagittal-Insula-FrontoTemporal,1,1
sub-850013_ses-14mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-850013_ses-14mo_T2-Axial-SuperiorFrontal,1,1
sub-850013_ses-14mo_T2-Sagittal-CorpusCallosum,1,1
sub-850013_ses-14mo_desc-AtlasInT1w,0,1
sub-850013_ses-14mo_desc-T1wInAtlas,1,1
sub-850013_ses-14mo_task-rest_run-01_desc-TaskInT1,1,1
sub-850013_ses-14mo_task-rest_run-01_desc-TaskInT2,1,1
sub-850013_ses-14mo_task-rest_run-02_desc-T1InTask,1,1
sub-850013_ses-14mo_task-rest_run-02_desc-T2InTask,1,1
sub-850013_ses-14mo_task-rest_run-03_desc-TaskInT2,0,1
sub-850013_ses-14mo_task-rest_run-04_desc-T1InTask,1,1
sub-850013_ses-14mo_task-rest_run-04_desc-T2InTask,1,1
sub-850013_ses-14mo_task-rest_run-04_desc-TaskInT1,1,1
sub-850013_ses-14mo_task-rest_run-04_desc-TaskInT2,1,1
sub-850013_ses-24mo_T1-Axial-BasalGangila-Putamen,1,1
sub-850013_ses-24mo_T1-Coronal-Caudate-Amygdala,1,1
sub-850013_ses-24mo_T1-Coronal-OrbitoFrontal,1,1
sub-850013_ses-24mo_T1-Coronal-PosteriorParietal-Lingual,1,1
sub-850013_ses-24mo_T1-Sagittal-Insula-FrontoTemporal,0,1
sub-850013_ses-24mo_T2-Axial-BasalGangila-Putamen,1,1
sub-850013_ses-24mo_T2-Axial-SuperiorFrontal,1,1
sub-850013_ses-24mo_T2-Coronal-OrbitoFrontal,1,1
sub-850013_ses-24mo_T2-Sagittal-CorpusCallosum,0,1
sub-850013_ses-24mo_T2-Sagittal-Insula-FrontoTemporal,1,1
sub-850013_ses-24mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-850013_ses-24mo_desc-T1wInAtlas,1,1
sub-850013_ses-24mo_task-rest_run-01_desc-T2InTask,1,1
sub-850013_ses-24mo_task-rest_run-01_desc-TaskInT1,1,1
sub-850013_ses-24mo_task-rest_run-01_desc-TaskInT2,1,1
sub-850013_ses-24mo_task-rest_run-02_desc-T1InTask,1,1
sub-850013_ses-24mo_task-rest_run-02_desc-T2InTask,1,1
sub-850013_ses-24mo_task-rest_run-02_desc-TaskInT1,1,1
sub-850013_ses-24mo_task-rest_run-03_desc-T2InTask,1,1
sub-850013_ses-24mo_task-rest_run-03_desc-TaskInT1,1,1
sub-850013_ses-24mo_task-rest_run-03_desc-TaskInT2,1,1
sub-850013_ses-24mo_task-rest_run-04_desc-T2InTask,1,1
sub-850013_ses-24mo_task-rest_run-04_desc-TaskInT1,1,1
sub-850013_ses-8mo_T1-Axial-BasalGangila-Putamen,1,1
sub-850013_ses-8mo_T1-Axial-SuperiorFrontal,1,1
sub-850013_ses-8mo_T1-Coronal-Caudate-Amygdala,1,1
sub-850013_ses-8mo_T1-Coronal-OrbitoFrontal,1,1
sub-850013_ses-8mo_T1-Coronal-PosteriorParietal-Lingual,0,1
sub-850013_ses-8mo_T1-Sagittal-CorpusCallosum,0,1
sub-850013_ses-8mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-850013_ses-8mo_T2-Axial-SuperiorFrontal,1,1
sub-850013_ses-8mo_T2-Sagittal-Insula-FrontoTemporal,1,1
sub-850013_ses-8mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-850013_ses-8mo_desc-AtlasInT1w,1,1
sub-850013_ses-8mo_desc-T1wInAtlas,1,1
sub-850013_ses-8mo_task-rest_run-01_desc-T1InTask,1,1
sub-850013_ses-8mo_task-rest_run-01_desc-T2InTask,1,1
sub-850013_ses-8mo_task-rest_run-01_desc-TaskInT1,1,1
sub-850013_ses-8mo_task-rest_run-02_desc-T1InTask,1,1
sub-850013_ses-8mo_task-rest_run-02_desc-T2InTask,1,1
sub-850013_ses-8mo_task-rest_run-02_desc-TaskInT1,0,1
sub-850013_ses-8mo_task-rest_run-03_desc-T2InTask,1,1
sub-850013_ses-8mo_task-rest_run-03_desc-TaskInT2,1,1
sub-850013_ses-8mo_task-rest_run-04_desc-T1InTask,1,1
sub-850013_ses-8mo_task-rest_run-04_desc-T2InTask,1,1
sub-850013_ses-8mo_task-rest_run-04_desc-TaskInT2,1,1
sub-857459_ses-9mo_T1-Axial-BasalGangila-Putamen,1,1
sub-857459_ses-9mo_T1-Axial-SuperiorFrontal,1,1
sub-857459_ses-9mo_T1-Coronal-Caudate-Amygdala,1,1
sub-857459_ses-9mo_T1-Sagittal-CorpusCallosum,1,1
sub-857459_ses-9mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,0,1
sub-857459_ses-9mo_T2-Axial-BasalGangila-Putamen,1,1
sub-857459_ses-9mo_T2-Axial-SuperiorFrontal,1,1
sub-857459_ses-9mo_T2-Coronal-Caudate-Amygdala,1,1
sub-857459_ses-9mo_T2-Sagittal-CorpusCallosum,1,1
sub-857459_ses-9mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-857459_ses-9mo_desc-AtlasInT1w,1,1
sub-857459_ses-9mo_desc-T1wInAtlas,1,1
sub-857459_ses-9mo_task-rest_run-01_desc-T1InTask,1,1
sub-857459_ses-9mo_task-rest_run-01_desc-TaskInT1,1,1
sub-857459_ses-9mo_task-rest_run-01_desc-TaskInT2,1,1
sub-857459_ses-9mo_task-rest_run-02_desc-T2InTask,1,1
sub-857459_ses-9mo_task-rest_run-02_desc-TaskInT2,1,1
sub-857459_ses-9mo_task-rest_run-03_desc-T1InTask,1,1
sub-857459_ses-9mo_task-rest_run-03_desc-T2InTask,1,1
sub-857459_ses-9mo_task-rest_run-03_desc-TaskInT1,1,1
sub-857459_ses-9mo_task-rest_run-04_desc-T1InTask,1,1
sub-857459_ses-9mo_task-rest_run-04_desc-T2InTask,1,1
sub-857459_ses-9mo_task-rest_run-04_desc-TaskInT1,1,1
sub-857459_ses-9mo_task-rest_run-04_desc-TaskInT2,1,1
sub-862498_ses-42mo_T1-Axial-BasalGangila-Putamen,1,4
sub-862498_ses-42mo_T1-Axial-SuperiorFrontal,0.5,4
sub-862498_ses-42mo_T1-Coronal-Caudate-Amygdala,0.8,5
sub-862498_ses-42mo_T1-Coronal-OrbitoFrontal,1,5
sub-862498_ses-42mo_T1-Coronal-PosteriorParietal-Lingual,0.5,4
sub-862498_ses-42mo_T1-Sagittal-CorpusCallosum,1,4
sub-862498_ses-42mo_T1-Sagittal-Insula-FrontoTemporal,1,4
sub-862498_ses-42mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,0.75,4
sub-862498_ses-42mo_T2-Axial-BasalGangila-Putamen,0.6,5
sub-862498_ses-42mo_T2-Axial-SuperiorFrontal,0.75,4
sub-862498_ses-42mo_T2-Coronal-Caudate-Amygdala,1,4
sub-862498_ses-42mo_T2-Coronal-OrbitoFrontal,1,4
sub-862498_ses-42mo_T2-Sagittal-CorpusCallosum,0.6,5
sub-862498_ses-42mo_T2-Sagittal-Insula-FrontoTemporal,1,5
sub-862498_ses-42mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,1,4
sub-862498_ses-42mo_desc-AtlasInT1w,1,4
sub-862498_ses-42mo_desc-T1wInAtlas,1,4
sub-862498_ses-42mo_task-rest_run-01_desc-T1InTask,0,4
sub-862498_ses-42mo_task-rest_run-01_desc-T2InTask,0,4
sub-862498_ses-42mo_task-rest_run-01_desc-TaskInT1,0.2,5
sub-862498_ses-42mo_task-rest_run-01_desc-TaskInT2,0.5,4
sub-862498_ses-42mo_task-rest_run-02_desc-T1InTask,0,4
sub-862498_ses-42mo_task-rest_run-02_desc-T2InTask,0,4
sub-862498_ses-42mo_task-rest_run-02_desc-TaskInT1,0.25,4
sub-862498_ses-42mo_task-rest_run-02_desc-TaskInT2,0.2,5
sub-862498_ses-42mo_task-rest_run-03_desc-T1InTask,1,4
sub-862498_ses-42mo_task-rest_run-03_desc-T2InTask,0.5,4
sub-862498_ses-42mo_task-rest_run-03_desc-TaskInT1,1,4
sub-862498_ses-42mo_task-rest_run-03_desc-TaskInT2,1,4
sub-862498_ses-42mo_task-rest_run-04_desc-T1InTask,0,4
sub-862498_ses-42mo_task-rest_run-04_desc-T2InTask,0,4
sub-862498_ses-42mo_task-rest_run-04_desc-TaskInT1,0,4
sub-862498_ses-42mo_task-rest_run-04_desc-TaskInT2,0,4
sub-862498_ses-42mo_task-rest_run-05_desc-T1InTask,1,4
sub-862498_ses-42mo_task-rest_run-05_desc-T2InTask,1,5
sub-862498_ses-42mo_task-rest_run-05_desc-TaskInT1,1,4
sub-862498_ses-42mo_task-rest_run-05_desc-TaskInT2,1,4
sub-863856_ses-16mo_T1-Axial-BasalGangila-Putamen,1,1
sub-863856_ses-16mo_T1-Axial-SuperiorFrontal,0,1
sub-863856_ses-16mo_T1-Coronal-Caudate-Amygdala,0,1
sub-863856_ses-16mo_T1-Coronal-OrbitoFrontal,1,1
sub-863856_ses-16mo_T1-Sagittal-CorpusCallosum,1,1
sub-863856_ses-16mo_T1-Sagittal-Insula-FrontoTemporal,1,1
sub-863856_ses-16mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-863856_ses-16mo_T2-Axial-BasalGangila-Putamen,1,1
sub-863856_ses-16mo_T2-Coronal-Caudate-Amygdala,1,1
sub-863856_ses-16mo_T2-Coronal-OrbitoFrontal,1,1
sub-863856_ses-16mo_T2-Sagittal-Insula-FrontoTemporal,1,1
sub-863856_ses-16mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-863856_ses-16mo_desc-AtlasInT1w,1,1
sub-863856_ses-16mo_task-rest_run-01_desc-T1InTask,1,1
sub-863856_ses-16mo_task-rest_run-01_desc-T2InTask,1,1
sub-863856_ses-16mo_task-rest_run-01_desc-TaskInT1,1,1
sub-863856_ses-16mo_task-rest_run-01_desc-TaskInT2,1,1
sub-863856_ses-16mo_task-rest_run-02_desc-T2InTask,1,1
sub-863856_ses-16mo_task-rest_run-02_desc-TaskInT1,1,1
sub-863856_ses-16mo_task-rest_run-02_desc-TaskInT2,1,1
sub-863856_ses-28mo_T1-Axial-BasalGangila-Putamen,1,1
sub-863856_ses-28mo_T1-Axial-SuperiorFrontal,1,1
sub-863856_ses-28mo_T1-Coronal-OrbitoFrontal,1,1
